Geo Point;Geo Shape;Código;Nombre;Categoria;Actividad;Dirección;Teléfono;Pagina web
4.584953356000085,-74.07406934299989;"{""coordinates"": [-74.07406934299989, 4.584953356000085], ""type"": ""Point""}";07260242;Centro Educativo Distrital Atanasio Girardot;7;26;CL 1D BIS No. 2-03 ESTE;2338397;http://www.sedbogota.edu.co/
4.587150796000059,-74.07304136199991;"{""coordinates"": [-74.07304136199991, 4.587150796000059], ""type"": ""Point""}";07260248;Colegio Distrital Jorge Soto del Corral;7;26;CL 3 No. 2-64 ESTE;2338337;http://www.sedbogota.edu.co/
4.576229011000066,-74.09301848599995;"{""coordinates"": [-74.09301848599995, 4.576229011000066], ""type"": ""Point""}";07260262;Centro Educativo Distrital Rafael Núñez;7;26;CR 9A No. 18-74 SUR;;http://www.sedbogota.edu.co/
4.543007385000067,-74.08103963299992;"{""coordinates"": [-74.08103963299992, 4.543007385000067], ""type"": ""Point""}";07260267;Centro Educativo Distrital Moralba Sur Oriental;7;26;CL 43 SUR TV 16 ESTE;;http://www.sedbogota.edu.co/
4.565421932000049,-74.09379804499991;"{""coordinates"": [-74.09379804499991, 4.565421932000049], ""type"": ""Point""}";07260284;Centro Educativo Distrital Francisco Javier Matiz;7;26;CR 2A No. 29A-29 SUR;;http://www.sedbogota.edu.co/
4.567275259000041,-74.09667142799992;"{""coordinates"": [-74.09667142799992, 4.567275259000041], ""type"": ""Point""}";07260285;Centro Educativo Distrital Florentino González;7;26;CR 5A No. 30A-45 SUR;;http://www.sedbogota.edu.co/
4.546258776000059,-74.10075355899994;"{""coordinates"": [-74.10075355899994, 4.546258776000059], ""type"": ""Point""}";07260287;Centro Educativo Distrital La Península;7;26;CL 48 SUR No. 1-39 ESTE;3645976;http://www.sedbogota.edu.co/
4.502869957000087,-74.11198861699995;"{""coordinates"": [-74.11198861699995, 4.502869957000087], ""type"": ""Point""}";07260304;Colegio Distrital Educativo Básica y Media El Virrey José Solís;7;26;CR 2B ESTE No. 92-41 SUR;7671634;http://www.sedbogota.edu.co/
4.533015244000069,-74.1039582219999;"{""coordinates"": [-74.1039582219999, 4.533015244000069], ""type"": ""Point""}";07260306;Centro Educativo Distrital Fiscala Alta;7;26;TV 5F ESTE No. 63-48 SUR;7647342;http://www.sedbogota.edu.co/
4.495005878000085,-74.1172852119999;"{""coordinates"": [-74.1172852119999, 4.495005878000085], ""type"": ""Point""}";07260319;Centro Educativo Distrital Usminia;7;26;TV 1 ESTE No. 103A-19 SUR;;http://www.sedbogota.edu.co/
4.513363333000086,-74.09130730299995;"{""coordinates"": [-74.09130730299995, 4.513363333000086], ""type"": ""Point""}";07260323;Centro Educativo Distrital Nueva Esperanza;7;26;CR 15 ESTE No. 76-72 SUR;;http://www.sedbogota.edu.co/
4.577573159000053,-74.13224352899994;"{""coordinates"": [-74.13224352899994, 4.577573159000053], ""type"": ""Point""}";07260333;Colegio Distrital Centro Integral José María Córdoba;7;26;CL 48C SUR No. 24-14;7692587;http://www.sedbogota.edu.co/
4.579458080000052,-74.12858533799992;"{""coordinates"": [-74.12858533799992, 4.579458080000052], ""type"": ""Point""}";07260335;Colegio Distrital Rafael Uribe Uribe;7;26;CR 25 No. 47-00 SUR;;http://www.sedbogota.edu.co/
4.559078300000067,-74.12967683299989;"{""coordinates"": [-74.12967683299989, 4.559078300000067], ""type"": ""Point""}";07260348;Centro Educativo Distrital Nuevo Tunjuelito;7;26;CL 58 SUR No. 12A-49;7696035;http://www.sedbogota.edu.co/
4.792937006000044,-74.0591599899999;"{""coordinates"": [-74.0591599899999, 4.792937006000044], ""type"": ""Point""}";07260689;Fundación Gimnasio Los Portales;7;26;Cll. 212 No. 77-20;6764055;www.losportales.edu.co
4.74164481200006,-74.10252347599992;"{""coordinates"": [-74.10252347599992, 4.74164481200006], ""type"": ""Point""}";07260693;Liceo Cultural Las Américas;7;26;Cr. 110 B No. 136 A-14;6892650 / 5364614;liceoculturallasamericas.com
4.7508409490000645,-74.08382618499991;"{""coordinates"": [-74.08382618499991, 4.7508409490000645], ""type"": ""Point""}";07260701;Liceo Hypatia;7;26;Cll.153 No.  94-32;6813699 / 6842636 / 5380293/92;
4.753727109000067,-74.08824851899993;"{""coordinates"": [-74.08824851899993, 4.753727109000067], ""type"": ""Point""}";07260706;Colegio Reuven Feuerstein;7;26;Cr. 100B No. 153-85;5370405 / 5364766;
4.575713010000072,-74.15353878399992;"{""coordinates"": [-74.15353878399992, 4.575713010000072], ""type"": ""Point""}";07260713;Liceo Contadora;7;26;Cll. 59 C Sur No. 45 D-15;7159641 / 7179150;liceocontadora.edu.co/
4.622638107000057,-74.1950976899999;"{""coordinates"": [-74.1950976899999, 4.622638107000057], ""type"": ""Point""}";07260359;Centro Educativo Distrital Rural La Concepción;7;26;CR 87K No. 69-40 SUR;;http://www.sedbogota.edu.co/
4.600397346000079,-74.18715787199994;"{""coordinates"": [-74.18715787199994, 4.600397346000079], ""type"": ""Point""}";07260366;Centro Educativo Distrital La Amistad;7;26;CR 79A No. 65-75 SUR;7752036;http://www.sedbogota.edu.co/
4.5995291730000645,-74.19446360699993;"{""coordinates"": [-74.19446360699993, 4.5995291730000645], ""type"": ""Point""}";07260370;Centro Educativo Distrital Paulo VI;7;26;CL 71 BIS SUR No. 77I-21;7803394;http://www.sedbogota.edu.co/
4.615718492000042,-74.20041018699993;"{""coordinates"": [-74.20041018699993, 4.615718492000042], ""type"": ""Point""}";07260384;Colegio Distrital Alfonso Reyes Echandía;7;26;CR 86 No. 74-00 SUR;7804469;http://www.sedbogota.edu.co/
4.648424739000063,-74.16541248599992;"{""coordinates"": [-74.16541248599992, 4.648424739000063], ""type"": ""Point""}";07260386;Colegio Distrital Codema;7;26;CL 2 No. 93-28;;http://www.sedbogota.edu.co/
4.6218216960000404,-74.15370080299994;"{""coordinates"": [-74.15370080299994, 4.6218216960000404], ""type"": ""Point""}";07260398;Centro Educativo Distrital El Japón;7;26;CR 78G No. 38C-11 SUR;;http://www.sedbogota.edu.co/
4.617518892000078,-74.15830418699993;"{""coordinates"": [-74.15830418699993, 4.617518892000078], ""type"": ""Point""}";07260412;Centro Educativo Distrital Los Periodistas;7;26;CL 41C SUR No. 78H-85;;http://www.sedbogota.edu.co/
4.6351729870000895,-74.1516468019999;"{""coordinates"": [-74.1516468019999, 4.6351729870000895], ""type"": ""Point""}";07260416;Centro Educativo Distrital Pio XII;7;26;CR 79F No. 6B-30;4242613;http://www.sedbogota.edu.co/
4.61032318000008,-74.17433024699994;"{""coordinates"": [-74.17433024699994, 4.61032318000008], ""type"": ""Point""}";07260417;Centro Educativo Distrital Rómulo Gallegos;7;26;CL 57A SUR No. 78N-21;7770391;http://www.sedbogota.edu.co/
4.646209830000089,-74.13126853599994;"{""coordinates"": [-74.13126853599994, 4.646209830000089], ""type"": ""Point""}";07260436;Centro Educativo Distrital San José Occidental;7;26;CL 12 BIS No. 72-54;4125567;http://www.sedbogota.edu.co/
4.6873035030000665,-74.14527698299992;"{""coordinates"": [-74.14527698299992, 4.6873035030000665], ""type"": ""Point""}";07260441;Centro Educativo Distrital Instituto Técnico Internacional;7;26;CR 112 No. 23-05;;http://www.sedbogota.edu.co/
4.682304559000045,-74.13779022099993;"{""coordinates"": [-74.13779022099993, 4.682304559000045], ""type"": ""Point""}";07260446;Centro Educativo Distrital Luis Ángel Arango;7;26;CL 23G No. 103-60;;http://www.sedbogota.edu.co/
4.6890299800000435,-74.15905021399993;"{""coordinates"": [-74.15905021399993, 4.6890299800000435], ""type"": ""Point""}";07260449;Centro Educativo Distrital Antonio Van Uden;7;26;CL 17D No. 123B-26;6009142;http://www.sedbogota.edu.co/
4.6880447660000755,-74.1483311889999;"{""coordinates"": [-74.1483311889999, 4.6880447660000755], ""type"": ""Point""}";07260452;Centro Educativo Distrital Atahualpa;7;26;CR 116 No. 22I-56;;http://www.sedbogota.edu.co/
4.671864134000089,-74.1593316269999;"{""coordinates"": [-74.1593316269999, 4.671864134000089], ""type"": ""Point""}";07260456;Colegio Distrital Carlo Federici;7;26;CL 14A No. 108-78;2671517;http://www.sedbogota.edu.co/
4.543737352000051,-74.10958124799993;"{""coordinates"": [-74.10958124799993, 4.543737352000051], ""type"": ""Point""}";07260466;Jardín Infantil Palermo Sur;7;26;CL 49B SUR No. 2B-50;7677492;
4.604118417000052,-74.20011268099995;"{""coordinates"": [-74.20011268099995, 4.604118417000052], ""type"": ""Point""}";07260484;Instituto Técnico Comercial Marmatos;7;26;Cr. 78 C No. 73 B-26 Sur;7763870;
4.59865766300004,-74.0708171249999;"{""coordinates"": [-74.0708171249999, 4.59865766300004], ""type"": ""Point""}";07260522;Escuela Hogar Sagrado Corazón;7;26;Cll. 14 No. 3-63;2861472 / 2869225;
4.588620844000047,-74.08020179699992;"{""coordinates"": [-74.08020179699992, 4.588620844000047], ""type"": ""Point""}";07260525;Obra Social Nuestra Señora del Rosario Una Luz en el Camino;7;26;Cll. 2 No. 6-43;2335436 / 2460437;
4.629056239000078,-74.18653021999995;"{""coordinates"": [-74.18653021999995, 4.629056239000078], ""type"": ""Point""}";07260547;Colegio Giovanni Antonio Farina;7;26;Cr. 88 C No. 54 F-29 Sur;7837337;
4.624777429000062,-74.18073521499991;"{""coordinates"": [-74.18073521499991, 4.624777429000062], ""type"": ""Point""}";07260548;Centro Educativo Integral Colsubsidio - CEIC Chicalá;7;26;Cr. 87 No. 53 C-26 Sur;7852925;http://www.asochicala.org/
4.648567644000082,-74.08199751299992;"{""coordinates"": [-74.08199751299992, 4.648567644000082], ""type"": ""Point""}";07260552;Colegio para Hijos Empleados Contraloría General de la República;7;26;Cll. 57B No. 37-34;2216118 / 2212711;
4.691377718000069,-74.0955669679999;"{""coordinates"": [-74.0955669679999, 4.691377718000069], ""type"": ""Point""}";07260560;Gimnasio El Lago;7;26;Cll. 74A No. 73A-85;4303083;
4.694307545000072,-74.10981415499992;"{""coordinates"": [-74.10981415499992, 4.694307545000072], ""type"": ""Point""}";07260565;Colegio Cooperativo Intreva;7;26;Cll.70 No. 88A-07;2523865 / 4334191;
4.695508850000067,-74.11998824199992;"{""coordinates"": [-74.11998824199992, 4.695508850000067], ""type"": ""Point""}";07260567;Colegio Cooperativo de Los Álamos;7;26;Cll. 66 A No. 97 A-15;2760025 / 4368741;
4.637035919000083,-74.09771008899992;"{""coordinates"": [-74.09771008899992, 4.637035919000083], ""type"": ""Point""}";07260574;Gimnasio William Mackinley;7;26;Dg. 22B No. 48-53;3690405 / 3690404 / 3690506;http://www.gwmk.edu.co/
4.66576909300005,-74.11708478399991;"{""coordinates"": [-74.11708478399991, 4.66576909300005], ""type"": ""Point""}";07260576;Liceo Navarra;7;26;Cr. 74 No. 24 B-80;4299506 / 2637614;www.liceonavarra.edu.co
4.655185218000042,-74.11367668299992;"{""coordinates"": [-74.11367668299992, 4.655185218000042], ""type"": ""Point""}";07260577;Colegio Agustiniano Ciudad Salitre;7;26;Cll. 23C No. 69B-01;4272365 / 4272368 / 4272372;www.agustinianosalitre.edu.co
4.646032571000091,-74.05302016699994;"{""coordinates"": [-74.05302016699994, 4.646032571000091], ""type"": ""Point""}";07260609;Colegio del Rosario de Santo Domingo;7;26;Cll. 68 No. 0-51 Este;2171014 / 2171000 / 7171015 / 2118718;
4.743602819000045,-74.02307371799992;"{""coordinates"": [-74.02307371799992, 4.743602819000045], ""type"": ""Point""}";07260624;Instituto Técnico Colombo Sueco;7;26;Cr. 7 No. 166-51;6723719;
4.756799404000049,-74.04281430899994;"{""coordinates"": [-74.04281430899994, 4.756799404000049], ""type"": ""Point""}";07260637;Colegio Esclavas Segundo Corazón de Jesús;7;26;Cll. 175 No. 20 A-26;6718570 / 6818716;www.colegioesclavas.edu.co
4.754528045000086,-74.04246843999994;"{""coordinates"": [-74.04246843999994, 4.754528045000086], ""type"": ""Point""}";07260638;Colegio Calasanz;7;26;Cr. 20 A No. 173 A-10;6780942 / 6725701;www.ccb.edu.co
4.769205591000059,-74.0600089369999;"{""coordinates"": [-74.0600089369999, 4.769205591000059], ""type"": ""Point""}";07260658;Gimnasio Cristiano Adonai;7;26;Cr. 72 No. 181-85;6788797 / 6721499;gcadonai.com/gimnasio/
4.514494826000089,-74.11473103299994;"{""coordinates"": [-74.11473103299994, 4.514494826000089], ""type"": ""Point""}";07260723;Centro Educativo Fe y Alegría Santa Librada;7;26;Cr. 1A Este No. 75-26 Sur;7684043 / 2001102;
4.665209483000069,-74.10458033899994;"{""coordinates"": [-74.10458033899994, 4.665209483000069], ""type"": ""Point""}";07260738;Instituto Nuestra Señora del Amparo;7;26;AK 70 No. 49-82;2630771 / 2630709;
4.67473900300007,-74.13829486799995;"{""coordinates"": [-74.13829486799995, 4.67473900300007], ""type"": ""Point""}";07260743;Instituto Infantil y Juvenil;7;26;Cll. 22 A No. 96 I-06;2671208 / 2672531;
4.760566648000065,-74.02981906899993;"{""coordinates"": [-74.02981906899993, 4.760566648000065], ""type"": ""Point""}";07260745;Instituto de Pedagógico Autoactiva de Grupos - IPAG;7;26;Cr. 8 C No. 183-32;6711029 / 6701198;
4.630082522000066,-74.1952028459999;"{""coordinates"": [-74.1952028459999, 4.630082522000066], ""type"": ""Point""}";07260761;Gimnasio Real Americano;7;26;Cll. 62A No. 91A-54 Sur;7231953;
4.717234424000083,-74.04934874199995;"{""coordinates"": [-74.04934874199995, 4.717234424000083], ""type"": ""Point""}";07260766;Colegio Santo Tomas de Aquino;7;26;Cr. 33 No. 132-46;2581241 / 2581242;www.santotomas.edu.co
4.769434816000057,-74.0352034309999;"{""coordinates"": [-74.0352034309999, 4.769434816000057], ""type"": ""Point""}";07260769;Colegio San Carlos;7;26;Cll. 193 No. 39-05;5929000;www.sancarlos.edu.co
4.662199391000058,-74.10606043599995;"{""coordinates"": [-74.10606043599995, 4.662199391000058], ""type"": ""Point""}";07260779;Instituto Técnico Industrial Centro Don Bosco;7;26;Av. El Dorado No. 69-96;2630808;www.centrodonbosco.edu.co
4.592206320000059,-74.0991016939999;"{""coordinates"": [-74.0991016939999, 4.592206320000059], ""type"": ""Point""}";07260789;Instituto Técnico Comercial Restrepo;7;26;Cr. 22A No. 7-43 Sur;2330014 / 2465685;www.institutotecnicocomercialrestrepo.edu.co
4.736251499000048,-74.04539213999993;"{""coordinates"": [-74.04539213999993, 4.736251499000048], ""type"": ""Point""}";07260793;Liceo de Cervantes Padres Agustinos;7;26;Cll. 153 No. 38A-39;2588762;www.liceocervantes.edu.co
4.706615070000055,-74.03555259599995;"{""coordinates"": [-74.03555259599995, 4.706615070000055], ""type"": ""Point""}";07260803;Centro Educativo y Cultural Español Reyes Católicos;7;26;Cll. 127 A No. 11 B-54;2747012 Ext. 111;
4.698952603000066,-74.09083171499992;"{""coordinates"": [-74.09083171499992, 4.698952603000066], ""type"": ""Point""}";07260816;Colegio El Minuto de Dios Siglo XXI;7;26;Tv. 74 No. 81C-05;4343992 / 2510809;olegiosminutodedios.edu.co
4.581225204000076,-74.1357656;"{""coordinates"": [-74.1357656, 4.581225204000076], ""type"": ""Point""}";07260822;Fundación Instituto Tecnológico del Sur;7;26;CR 28 No. 50-09 SUR;2381018 / 7105146 / 2383860 / 2046002 / 204;www.tecnologicodelsur.edu.co/?
4.519692869000039,-74.11999520699993;"{""coordinates"": [-74.11999520699993, 4.519692869000039], ""type"": ""Point""}";07260824;Colegio Centro Cultural;7;26;CL 72 SUR No. 2A-32 ESTE;5699286 / 7623886;
4.742507880000061,-74.10374315699994;"{""coordinates"": [-74.10374315699994, 4.742507880000061], ""type"": ""Point""}";07260826;Colegio Nueva Ciencia;7;26;CL 137A No. 112A-03;5371745 / 5364934 / 5364935 / 6938885;
4.574668656000085,-74.1187014759999;"{""coordinates"": [-74.1187014759999, 4.574668656000085], ""type"": ""Point""}";07260846;Colegio Cafam Santa Lucia;7;26;DG 36 SUR No. 16B-26;2093725 / 2094013;
4.112280779000058,-74.32697267899994;"{""coordinates"": [-74.32697267899994, 4.112280779000058], ""type"": ""Point""}";07260854;Colegio Distrital Rural Manuela Beltrán El Pilar;7;26;CORREGIMIENTO SAN JUAN DE SUMAPAZ;;
4.686314863000064,-74.14249367299993;"{""coordinates"": [-74.14249367299993, 4.686314863000064], ""type"": ""Point""}";07260873;Colegio Madre Matilde;7;26;KR 109 23 D 35;2989254 / 4155606;
4.637407944000074,-74.05557812699993;"{""coordinates"": [-74.05557812699993, 4.637407944000074], ""type"": ""Point""}";07270083;Politécnico Grancolombiano;7;27;CL 57 3 00 E;745 5555;http://www.poligran.edu.co/
4.732324626000093,-74.03666909599991;"{""coordinates"": [-74.03666909599991, 4.732324626000093], ""type"": ""Point""}";05150290;Parroquia Santa María del Cedro;5;15;KR 14 152 70;;
4.711149522000085,-74.05402317099993;"{""coordinates"": [-74.05402317099993, 4.711149522000085], ""type"": ""Point""}";01020002;Almacén Home Sentry;1;2;AK 45 127C 13;7433333;www.homesentry.net
4.630388792000076,-74.12450472099994;"{""coordinates"": [-74.12450472099994, 4.630388792000076], ""type"": ""Point""}";01020014;Almacén Éxito;1;2;AV AMERICAS 68A 94;4191400;www.exito.com/
4.597527399000057,-74.16650806799993;"{""coordinates"": [-74.16650806799993, 4.597527399000057], ""type"": ""Point""}";01020030;Tienda Jumbo;1;2;AC 57R SUR 72 20;;www.tiendasjumbo.co
4.695990606000066,-74.04355294399993;"{""coordinates"": [-74.04355294399993, 4.695990606000066], ""type"": ""Point""}";01020037;Supermercado Carulla;1;2;AK 15 114A 33;;www.carulla.com
4.754157178000071,-74.05501487399994;"{""coordinates"": [-74.05501487399994, 4.754157178000071], ""type"": ""Point""}";01020049;Supermercado Carulla;1;2;KR 52A 170 75;6785975;www.carulla.com
4.6753705840000634,-74.06294857699993;"{""coordinates"": [-74.06294857699993, 4.6753705840000634], ""type"": ""Point""}";01020058;Supermercado Carulla;1;2;TV 24 83 39;2181994;www.carulla.com
4.716655893000052,-74.02922869799994;"{""coordinates"": [-74.02922869799994, 4.716655893000052], ""type"": ""Point""}";01020060;Supermercado Carulla;1;2;KR 7A 140 26;;www.carulla.com
4.687443723000058,-74.05132659799995;"{""coordinates"": [-74.05132659799995, 4.687443723000058], ""type"": ""Point""}";01020070;Supermercado Carulla;1;2;CL 102 18A 35;6108613;www.carulla.com
4.738671117000081,-74.0861622669999;"{""coordinates"": [-74.0861622669999, 4.738671117000081], ""type"": ""Point""}";01020080;Tienda Surtimax;1;2;AC 145 92 30;;
4.686906870000087,-74.05967962799991;"{""coordinates"": [-74.05967962799991, 4.686906870000087], ""type"": ""Point""}";01020091;Almacén Olímpica;1;2;AC 100 45 81;6101715;www.olimpica.com.co
4.683696963000044,-74.06065320499994;"{""coordinates"": [-74.06065320499994, 4.683696963000044], ""type"": ""Point""}";01020093;Almacén Olímpica;1;2;CL 95 31 01;2575020;www.olimpica.com.co
4.581703185000038,-74.08986696599993;"{""coordinates"": [-74.08986696599993, 4.581703185000038], ""type"": ""Point""}";01020101;Almacén Olímpica;1;2;KR 10 11 34 S;3372538;www.olimpica.com.co
4.615466624000078,-74.1727453609999;"{""coordinates"": [-74.1727453609999, 4.615466624000078], ""type"": ""Point""}";01020118;Supermercado Colsubsidio;1;2;AK 80 53 20 SUR;4506117;www.colsubsidio.com
